frame_size,loss,rtt,fec,protection_ratio,protection_absolute,size_bin
34,2,62,3.0,1.5,1.0,21-50
44,3,75,4.0,1.3333333333333333,1.0,21-50
29,1,70,3.0,3.0,2.0,21-50
32,1,62,3.0,3.0,2.0,21-50
33,2,63,3.0,1.5,1.0,21-50
35,3,66,5.0,1.6666666666666667,2.0,21-50
35,1,66,5.0,5.0,4.0,21-50
35,2,86,5.0,2.5,3.0,21-50
48,5,84,7.0,1.4,2.0,21-50
32,1,68,5.0,5.0,4.0,21-50
37,3,74,6.0,2.0,3.0,21-50
50,5,69,7.0,1.4,2.0,21-50
53,3,68,7.0,2.3333333333333335,4.0,51-100
61,7,73,8.0,1.1428571428571428,1.0,51-100
64,6,105,9.0,1.5,3.0,51-100
20,1,95,2.0,2.0,1.0,11-20
13,1,95,3.0,3.0,2.0,11-20
31,3,78,3.0,1.0,0.0,21-50
20,1,83,2.0,2.0,1.0,11-20
37,3,77,3.0,1.0,0.0,21-50
36,2,35,4.0,2.0,2.0,21-50
30,2,86,3.0,1.5,1.0,21-50
28,1,63,3.0,3.0,2.0,21-50
32,2,85,4.0,2.0,2.0,21-50
26,2,64,3.0,1.5,1.0,21-50
23,1,52,3.0,3.0,2.0,21-50
22,1,60,2.0,2.0,1.0,21-50
25,1,97,3.0,3.0,2.0,21-50
21,1,55,3.0,3.0,2.0,21-50
22,1,66,3.0,3.0,2.0,21-50
23,1,60,3.0,3.0,2.0,21-50
40,2,67,5.0,2.5,3.0,21-50
42,5,81,5.0,1.0,0.0,21-50
35,2,73,4.0,2.0,2.0,21-50
40,2,73,5.0,2.5,3.0,21-50
38,2,72,4.0,2.0,2.0,21-50
35,1,70,4.0,4.0,3.0,21-50
33,2,71,3.0,1.5,1.0,21-50
29,1,75,3.0,3.0,2.0,21-50
30,1,94,3.0,3.0,2.0,21-50
33,1,76,3.0,3.0,2.0,21-50
39,3,68,4.0,1.3333333333333333,1.0,21-50
33,3,63,5.0,1.6666666666666667,2.0,21-50
36,2,65,5.0,2.5,3.0,21-50
47,3,59,7.0,2.3333333333333335,4.0,21-50
53,5,76,7.0,1.4,2.0,51-100
42,5,75,6.0,1.2,1.0,21-50
41,1,64,6.0,6.0,5.0,21-50
39,3,69,6.0,2.0,3.0,21-50
36,2,67,5.0,2.5,3.0,21-50
44,2,63,6.0,3.0,4.0,21-50
45,2,79,7.0,3.5,5.0,21-50
50,6,66,6.0,1.0,0.0,21-50
37,2,65,5.0,2.5,3.0,21-50
31,2,72,4.0,2.0,2.0,21-50
30,3,74,4.0,1.3333333333333333,1.0,21-50
64,5,67,8.0,1.6,3.0,51-100
38,4,62,5.0,1.25,1.0,21-50
31,3,61,4.0,1.3333333333333333,1.0,21-50
29,2,66,3.0,1.5,1.0,21-50
22,5,62,2.0,0.4,-3.0,21-50
26,2,64,3.0,1.5,1.0,21-50
21,1,63,2.0,2.0,1.0,21-50
36,1,62,4.0,4.0,3.0,21-50
32,3,80,3.0,1.0,0.0,21-50
25,4,71,3.0,0.75,-1.0,21-50
30,1,66,3.0,3.0,2.0,21-50
27,2,71,3.0,1.5,1.0,21-50
30,2,67,3.0,1.5,1.0,21-50
27,1,69,3.0,3.0,2.0,21-50
32,3,81,3.0,1.0,0.0,21-50
33,1,66,4.0,4.0,3.0,21-50
46,3,75,5.0,1.6666666666666667,2.0,21-50
36,1,62,4.0,4.0,3.0,21-50
39,2,77,4.0,2.0,2.0,21-50
14,1,79,2.0,2.0,1.0,11-20
21,1,65,2.0,2.0,1.0,21-50
38,4,69,4.0,1.0,0.0,21-50
15,2,71,3.0,1.5,1.0,11-20
20,1,68,2.0,2.0,1.0,11-20
29,2,67,3.0,1.5,1.0,21-50
13,2,67,3.0,1.5,1.0,11-20
17,1,68,2.0,2.0,1.0,11-20
37,1,62,3.0,3.0,2.0,21-50
37,2,77,3.0,1.5,1.0,21-50
24,2,56,2.0,1.0,0.0,21-50
32,1,61,4.0,4.0,3.0,21-50
39,2,68,4.0,2.0,2.0,21-50
33,2,63,4.0,2.0,2.0,21-50
52,2,81,4.0,2.0,2.0,51-100
38,5,72,4.0,0.8,-1.0,21-50
20,1,97,2.0,2.0,1.0,11-20
47,4,98,5.0,1.25,1.0,21-50
1,1,164,1.0,1.0,0.0,0-10
18,2,164,3.0,1.5,1.0,11-20
28,1,151,3.0,3.0,2.0,21-50
18,1,151,3.0,3.0,2.0,11-20
41,4,150,5.0,1.25,1.0,21-50
14,1,56,2.0,2.0,1.0,11-20
42,2,69,4.0,2.0,2.0,21-50
23,2,65,2.0,1.0,0.0,21-50
20,3,63,2.0,0.6666666666666666,-1.0,11-20
19,2,62,3.0,1.5,1.0,11-20
16,1,74,3.0,3.0,2.0,11-20
35,3,58,4.0,1.3333333333333333,1.0,21-50
75,4,91,7.0,1.75,3.0,51-100
38,1,58,5.0,5.0,4.0,21-50
30,5,62,4.0,0.8,-1.0,21-50
